Country;Site_Name;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Reference;Full Reference;
Chile;Punta Negra;-25,022623;-70,467167;4680;40;unknown;charcoal;Contreras et al 2011;Contreras, R., Nunez, P., Llagostera, A., Cruz, J., San Francisco, A., Ballester, B., Rodriguez, O., & Becerra, G. (2011). Un conglomerado del periodo Arcaico costero medio del area Taltal Paposo, Norte de Chile. Taltalia, 4, 7-31.;
Chile;Punta Negra;-25,022623;-70,467167;4910;40;unknown;charcoal;Contreras et al 2011;Contreras, R., Nunez, P., Llagostera, A., Cruz, J., San Francisco, A., Ballester, B., Rodriguez, O., & Becerra, G. (2011). Un conglomerado del periodo Arcaico costero medio del area Taltal Paposo, Norte de Chile. Taltalia, 4, 7-31.;
Chile;Punta Negra;-25,022623;-70,467167;4940;40;unknown;charcoal;Contreras et al 2011;Contreras, R., Nunez, P., Llagostera, A., Cruz, J., San Francisco, A., Ballester, B., Rodriguez, O., & Becerra, G. (2011). Un conglomerado del periodo Arcaico costero medio del area Taltal Paposo, Norte de Chile. Taltalia, 4, 7-31.;
Chile;Punta Negra;-25,022623;-70,467167;5730;40;unknown;charcoal;Contreras et al 2011;Contreras, R., Nunez, P., Llagostera, A., Cruz, J., San Francisco, A., Ballester, B., Rodriguez, O., & Becerra, G. (2011). Un conglomerado del periodo Arcaico costero medio del area Taltal Paposo, Norte de Chile. Taltalia, 4, 7-31.;
Chile;Punta Negra;-25,022623;-70,467167;5840;40;unknown;charcoal;Contreras et al 2011;Contreras, R., Nunez, P., Llagostera, A., Cruz, J., San Francisco, A., Ballester, B., Rodriguez, O., & Becerra, G. (2011). Un conglomerado del periodo Arcaico costero medio del area Taltal Paposo, Norte de Chile. Taltalia, 4, 7-31.;
Chile;Punta Penitente;-32,111755;-71,514586;8620;70;Beta-135321;shell;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Chile;Punta Pichalo;-20,666867;-70,160678;2990;250;RL-1478;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Punta Purgatorio;-32,033734;-71,420815;9760;70;Beta-158699;shell;Jackson & Mendez 2005;Jackson, D., & Mendez, C. (2005). Primeras ocupaciones humanas en la costa del semiarido Chile: Patron de asentamientos y subsitencia. In: Actas del XVI Congreso Nacional de Arqueologia Chilena. Museo de Historia Natural de Concepcion, Tome, Concepcion. pp 493-502.;
Chile;Punta Purgatorio;-32,033734;-71,420815;10040;70;Beta-88407;shell;Jackson et al 1997-8;Jackson, D., Baez, P., & Seguel, R. (1997-1998). Nuevas evidencias estratigraficas para el complejo Huentelaquen en la provincia del Choapa, IV Region. Revista Chilena de Antropologia, 14, 145-146.;
Chile;Punta Santa Ana 1;-53,629156;-70,924741;5620;120;Gif-2928;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 1;-53,629156;-70,924741;6290;50;Beta-25913;bone;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 1;-53,629156;-70,924741;6330;50;Beta-252914;bone;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 1;-53,629156;-70,924741;6410;70;GrN-7612;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 1;-53,629156;-70,924741;6540;110;unknown;bone;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 2;-53,629589;-70,92311;2690;50;Gif-12223;charcoal;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 2;-53,629589;-70,92311;3200;40;Gif-12255;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 2;-53,629589;-70,92311;3280;40;Beta-271325;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 2;-53,629589;-70,92311;3340;40;Beta-271326;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 4;-53,625975;-70,932337;2870;50;Beta-259455;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 4;-53,625975;-70,932337;2900;60;Beta-262403;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Santa Ana 5;-53,622335;-70,938989;3260;50;Beta-271327;shell;Morello et al 2012;Morello, F., Torres, J., Martinez, I., Rodriguez, K., Arroyo-Kalin, M., French, C., Sierpe, V., & San Roman, M. (2012). Arqueologia de la Punta Santa Ana: recontruccion de secuencias de ocupacion de cazadores-recolectores marinos del Estrecho de Magallanes, Patagonia Austral, Chile. Magallania (Punta Arenas), 40, 129-149.;
Chile;Punta Teatinos;-29,817783;-71,288511;3000;70;Beta 4514;bone;Schiappacasse & Niemeyer 1986;Schiappacasse, V. F., & Niemeyer, H. F. (1986). El arcaico en el norte semiarido de Chile: un comentario. Revista Chungara, 16-17, 95-98.;
Chile;Punta Teatinos;-29,817783;-71,288511;3320;70;Beta 4515;bone;Schiappacasse & Niemeyer 1986;Schiappacasse, V. F., & Niemeyer, H. F. (1986). El arcaico en el norte semiarido de Chile: un comentario. Revista Chungara, 16-17, 95-98.;
Chile;Punta Teatinos;-29,817783;-71,288511;4000;96;I 10688;shell;Schiappacasse & Niemeyer 1986;Schiappacasse, V. F., & Niemeyer, H. F. (1986). El arcaico en el norte semiarido de Chile: un comentario. Revista Chungara, 16-17, 95-98.;
Chile;Punta Teatinos;-29,817783;-71,288511;4560;95;I 11097;shell;Schiappacasse & Niemeyer 1986;Schiappacasse, V. F., & Niemeyer, H. F. (1986). El arcaico en el norte semiarido de Chile: un comentario. Revista Chungara, 16-17, 95-98.;
Chile;Punta Teatinos;-29,817783;-71,288511;4905;100;I 10698;shell;Schiappacasse & Niemeyer 1986;Schiappacasse, V. F., & Niemeyer, H. F. (1986). El arcaico en el norte semiarido de Chile: un comentario. Revista Chungara, 16-17, 95-98.;
Chile;Puntilla Tenglo;-41,655491;-73,219628;3870;60;Beta 156223;charcoal;Munoz & Pino 2002;Munoz, J., & Pino, M. (2002). Sitios geologicos y poblamiento ancestral del borde costero del Seno Reloncavi, Region de Los Lagos, Chile: su importancia historica, cientifica, cultural, y turistica. In: Simposio Internacional de Geologia Ambiental para planificacion del uso del territorio. Puerto Varas, 4-6.;
Chile;Puripica;-22,8;-68,066667;4050;95;CN-2360;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;4160;90;Beta-85226;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;4290;60;Beta-32390;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;4815;70;SI-3113;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;5130;110;Beta-88951;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;5880;100;Beta-45478;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;6130;80;Beta-63359;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;6150;150;Beta-87200;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puripica;-22,8;-68,066667;6420;230;Beta-63366;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puxuma;-17,885618;-69,442904;3510;80;Beta-24357;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puxuma;-17,885618;-69,442904;4010;100;I-11645;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Puxuma;-17,885618;-69,442904;4240;5;I-11872;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Q Saladillo;-24,605113;-68,731523;10260;60;Beta-191578;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Quebrada Agua de Cascabeles;-25,2833333;-70,45;3920;30;UGAMS-3260;soil;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Chile;Quebrada Agua de Cascabeles;-25,2833333;-70,45;4040;30;UGAMS-3259;soil;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
